Order,Family,Subfamily,Tribe,Subtribe,Genus,Species,Infradel,Subspecies,Taxon,Taxonomy_Status,Pathway,Pathway_subtype,dC13,Kranz_anatomy,Kranz_subtype,BS_area_um2,FM_DM,FM_DM_sd,leaf_thickness_um,leaf_thickness_um_sd,IAS,IAS_sd,SLA_cm2_g-1,SLA_cm2_g-1_sd,air_channel_area_um2,air_channel_area_um2_sd,chlorenchyma_diameter_um,chlorenchyma_diameter_um_sd,chlorenchyma_hydrenchyma_ratio,chlorenchyma_hydrenchyma_ratio_sd,chlorenchyma_vertical_thickness_um,chlorenchyma_vertical_thickness_um_sd,distance_between_BS_um,hydrenchyma_vertical_thickness_um,hydrenchyma_vertical_thickness_um_sd,mesophyll_area_um2,mesophyll_thickness_um,mesophyll_thickness_um_sd,BS:M,mesophyll_cell_area_um2,vein_density_m_mm-2,Habit,tissue,CITEKEYS
,Crassulaceae,,,,Sedum,pulchellum,,,,,C3+CAM,,-29.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephoides,,,,,C3+CAM,,-22.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephoides,,,,,C3+CAM,,-22.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,tubiflora,,,,,CAM,,-14.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,daigremontiana,,,,,CAM,,-25.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,daigremontiana,,,,,CAM,,-25.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Crassula,argentea,,,,,CAM,,-17.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Crassula,tomentosa,,,,,CAM,,-18.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Aizoaceae,,,,Aloinopsis,malherbi,,,,,C3+CAM,,-30.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Echeveria,gilva,,,,,CAM,,-18.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Aizoaceae,,,,Titanopsis,calcarea,,,,,CAM,,-18.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Agavaceae,,,,Yucca,filamentosa,,,,,C3,,-27.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Xanthorrhoeaceae,,,,Aloe,arborescens,,,,,C3+CAM,,-24.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Xanthorrhoeaceae,,,,Aloe,broomii,,,,,C3+CAM,,-23.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Asparagaceae,,,,Sansevieria,fasciata,,,,,C3+CAM,,-21.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Asparagaceae,,,,Haworthia,attenuata,,,,,CAM,,-17.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Apocynaceae,,,,Stapelia,semota,,,,,CAM,,-17.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,tubiflora,,,,,CAM,,-24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,tubiflora,,,,,CAM,,-27.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,tubiflora,,,,,CAM,,-25.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,tubiflora,,,,,CAM,,-27.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,daigremontiana,,,,,CAM,,-25.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,daigremontiana,,,,,CAM,,-25.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,fedtschenkoi,,,,,CAM,,-33.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,pinnata,,,,,CAM,,-29.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,verticillata,,,,,C3+CAM,,-24.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,rubrotinctum,,,,,CAM,,-15.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,rubrotinctum,,,,,CAM,,-22.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,rubrotinctum,,,,,CAM,,-15.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephium,,,,,C3+CAM,,-26.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephium,,,,,C3+CAM,,-26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephium,,,,,C3+CAM,,-28.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephoides,,,,,C3+CAM,,-26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephoides,,,,,C3+CAM,,-23.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephoides,,,,,C3+CAM,,-25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Cactaceae,,,,Schlumbergera,bridgesii,,,,,CAM,,-16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Cactaceae,,,,Schlumbergera,bridgesii,,,,,CAM,,-20.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephoides,,,,,C3+CAM,,-22.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephoides,,,,,C3+CAM,,-26.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephoides,,,,,C3+CAM,,-23.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephium,,,,,C3+CAM,,-29.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephium,,,,,C3+CAM,,-26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephium,,,,,C3+CAM,,-24.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,rubrotinctum,,,,,CAM,,-13.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,rubrotinctum,,,,,CAM,,-18.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,rubrotinctum,,,,,CAM,,-19.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,tubiflora,,,,,CAM,,-14.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,tubiflora,,,,,CAM,,-17.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,tubiflora,,,,,CAM,,-25.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,tubiflora,,,,,CAM,,-18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,daigremontiana,,,,,CAM,,-17.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,daigremontiana,,,,,CAM,,-25.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,daigremontiana,,,,,CAM,,-22.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,daigremontiana,,,,,CAM,,-16.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,fedtschenkoi,,,,,CAM,,-16.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,fedtschenkoi,,,,,CAM,,-26.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,verticillata,,,,,CAM,,-15.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,verticillata,,,,,CAM,,-18.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,pinnata,,,,,CAM,,-15.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Crassula,argentea,,,,,CAM,,-17.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Crassula,argentea,,,,,CAM,,-16.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Cactaceae,,,,Schlumbergera,bridgesii,,,,,CAM,,-18.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Cactaceae,,,,Schlumbergera,bridgesii,,,,,CAM,,-19.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Bryophyllum,laxiflorum,,,,,CAM,,-19.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephium,,,,,C3+CAM,,-24.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephium,,,,,C3+CAM,,-29.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephium,,,,,C3+CAM,,-25.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephium,,,,,C3+CAM,,-26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephoides,,,,,C3+CAM,,-23.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephoides,,,,,C3+CAM,,-24.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephoides,,,,,C3+CAM,,-22.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,telephoides,,,,,C3+CAM,,-23.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,rubrotinctum,,,,,CAM,,-19.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,rubrotinctum,,,,,CAM,,-20.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,rubrotinctum,,,,,CAM,,-21.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Sedum,rubrotinctum,,,,,CAM,,-23.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,tubiflora,,,,,CAM,,-18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,tubiflora,,,,,CAM,,-19.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,tubiflora,,,,,CAM,,-18.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,tubiflora,,,,,CAM,,-23.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,daigremontiana,,,,,CAM,,-16.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,daigremontiana,,,,,CAM,,-19.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,daigremontiana,,,,,CAM,,-20.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,daigremontiana,,,,,CAM,,-27.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,fedtschenkoi,,,,,CAM,,-26.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,fedtschenkoi,,,,,CAM,,-22.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,fedtschenkoi,,,,,CAM,,-30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,verticillata,,,,,CAM,,-18.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,verticillata,,,,,CAM,,-21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Kalanchoe,verticillata,,,,,CAM,,-25.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Crassula,argentea,,,,,CAM,,-15.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Crassula,argentea,,,,,CAM,,-18.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Crassula,argentea,,,,,CAM,,-16.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Crassulaceae,,,,Crassula,argentea,,,,,CAM,,-18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Cactaceae,,,,Schlumbergera,bridgesii,,,,,CAM,,-19.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Cactaceae,,,,Schlumbergera,bridgesii,,,,,CAM,,-19.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
,Cactaceae,,,,Schlumbergera,bridgesii,,,,,CAM,,-22.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bender1973PPhys
